municipio,zona,promedio_ciencias,promedio_matematicas,total_accesos_internet,puntaje_stem,brecha_stem,nivel_brecha,nivel_conectividad_base,nivel_conectividad,municipio_normalizado
COLOSÓ,RURAL,44.93333333333333,44.6,,44.766666666666666,-2.719448594851208,alto,alto,alto,COLOSO
COLOSÓ,URBANO,45.21052631578947,48.280701754385966,,46.74561403508772,-0.7405012264301547,alto,alto,alto,COLOSO
COLÓN,RURAL,45.65853658536585,47.85365853658536,4766.0,46.756097560975604,-0.7300177005422697,alto,básico,básico,COLON
COLÓN,URBANO,51.703125,55.421875,4766.0,53.5625,6.076384738482126,bajo,básico,básico,COLON
CONCEPCIÓN,RURAL,49.71428571428572,50.91428571428571,5656.0,50.31428571428572,2.828170452767843,medio,básico,básico,CONCEPCION
CONCEPCIÓN,URBANO,52.22857142857143,55.6,5656.0,53.91428571428571,6.428170452767837,bajo,básico,básico,CONCEPCION
CONCORDIA,RURAL,41.12903225806452,40.34193548387097,11125.0,40.73548387096774,-6.750631390550133,crítico,básico,básico,CONCORDIA
CONCORDIA,URBANO,44.028901734104046,44.13872832369943,11125.0,44.08381502890174,-3.4023002326161347,alto,básico,básico,CONCORDIA
CONDOTO,RURAL,39.61538461538461,40.0,8350.0,39.80769230769231,-7.678422953825567,crítico,básico,básico,CONDOTO
CONDOTO,URBANO,40.851851851851855,41.89506172839506,8350.0,41.373456790123456,-6.112658471394418,crítico,básico,básico,CONDOTO
CONFINES,URBANO,44.875,48.8125,4253.0,46.84375,-0.6423652615178739,alto,básico,básico,CONFINES
CONSACÁ,RURAL,47.05263157894737,48.1578947368421,1281.0,47.60526315789474,0.11914789637686596,medio,básico,básico,CONSACA
CONSACÁ,URBANO,48.69014084507042,51.971830985915496,1281.0,50.33098591549296,2.844870653975086,medio,básico,básico,CONSACA
CONTADERO,RURAL,50.0,55.09090909090909,3003.0,52.54545454545455,5.059339283936673,medio,básico,básico,CONTADERO
CONTADERO,URBANO,53.42424242424242,54.90909090909091,3003.0,54.166666666666664,6.68055140514879,bajo,básico,básico,CONTADERO
CONTRATACIÓN,RURAL,52.0,36.0,2699.0,44.0,-3.486115261517874,alto,básico,básico,CONTRATACION
CONTRATACIÓN,URBANO,55.02439024390244,60.4390243902439,2699.0,57.73170731707317,10.2455920555553,bajo,básico,básico,CONTRATACION
CONVENCIÓN,RURAL,46.05769230769231,45.44230769230769,2285.0,45.75,-1.7361152615178739,alto,básico,básico,CONVENCION
CONVENCIÓN,URBANO,47.604651162790695,49.73255813953488,2285.0,48.66860465116279,1.182489389644914,medio,básico,básico,CONVENCION
COPACABANA,RURAL,50.97959183673469,50.98979591836735,234637.0,50.984693877551024,3.49857861603315,medio,medio,medio,COPACABANA
COPACABANA,URBANO,50.984042553191486,52.9188829787234,234637.0,51.951462765957444,4.4653475044395705,medio,medio,medio,COPACABANA
COPER,RURAL,51.25,55.75,990.0,53.5,6.013884738482126,bajo,básico,básico,COPER
COPER,URBANO,49.0,54.35294117647059,990.0,51.67647058823529,4.190355326717416,medio,básico,básico,COPER
CORINTO,RURAL,42.540983606557376,43.22950819672131,20324.0,42.885245901639344,-4.60086935987853,alto,básico,básico,CORINTO
CORINTO,URBANO,45.53459119496856,46.64779874213836,20324.0,46.09119496855347,-1.3949202929644073,alto,básico,básico,CORINTO
COROMORO,RURAL,49.64,51.72,988.0,50.68,3.193884738482126,medio,básico,básico,COROMORO
COROMORO,URBANO,54.142857142857146,61.85714285714285,988.0,58.0,10.513884738482126,bajo,básico,básico,COROMORO
COROZAL,RURAL,46.357723577235774,45.90243902439025,58010.0,46.13008130081301,-1.3560339607048633,alto,básico,básico,COROZAL
COROZAL,URBANO,51.747252747252745,53.00412087912088,58010.0,52.37568681318682,4.8895715516689435,medio,básico,básico,COROZAL
CORRALES,URBANO,51.27777777777778,54.5,1328.0,52.888888888888886,5.402773627371012,bajo,básico,básico,CORRALES
COTA,RURAL,63.17745803357314,66.20263788968825,112683.0,64.6900479616307,17.203932700112823,bajo,medio,medio,COTA
COTA,URBANO,52.84615384615385,55.28744939271255,112683.0,54.0668016194332,6.580686357915326,bajo,medio,medio,COTA
COTORRA,RURAL,44.61194029850746,43.74626865671642,4421.0,44.17910447761194,-3.3070107839059304,alto,básico,básico,COTORRA
COTORRA,URBANO,45.25,44.375,4421.0,44.8125,-2.673615261517874,alto,básico,básico,COTORRA
COVARACHÍA,URBANO,49.69565217391305,51.82608695652174,618.0,50.76086956521739,3.274754303699517,medio,básico,básico,COVARACHIA
COVEÑAS,RURAL,47.098591549295776,48.732394366197184,21639.0,47.91549295774648,0.429377696228606,medio,básico,básico,COVENAS
COVEÑAS,URBANO,46.5054945054945,46.87912087912088,21639.0,46.69230769230769,-0.7938075692101805,alto,básico,básico,COVENAS
COYAIMA,RURAL,41.04210526315789,39.310526315789474,5798.0,40.17631578947368,-7.30979947204419,crítico,básico,básico,COYAIMA
COYAIMA,URBANO,41.39506172839506,43.14814814814815,5798.0,42.27160493827161,-5.214510323246266,crítico,básico,básico,COYAIMA
CRAVO NORTE,URBANO,45.72727272727273,45.38181818181818,3556.0,45.554545454545455,-1.9315698069724192,alto,básico,básico,CRAVO NORTE
CUASPÚD,RURAL,43.0,39.375,,41.1875,-6.298615261517874,crítico,alto,alto,CUASPUD
CUASPÚD,URBANO,49.54761904761905,52.19047619047619,,50.86904761904762,3.3829323575297465,medio,alto,alto,CUASPUD
CUBARRAL,URBANO,48.0,50.738461538461536,4963.0,49.36923076923077,1.883115507712894,medio,básico,básico,CUBARRAL
CUBARÁ,URBANO,50.21951219512195,51.34146341463415,2519.0,50.78048780487805,3.2943725433601756,medio,básico,básico,CUBARA
CUCAITA,RURAL,48.0,50.73076923076923,2001.0,49.36538461538461,1.8792693538667393,medio,básico,básico,CUCAITA
CUCAITA,URBANO,50.42424242424242,54.30303030303031,2001.0,52.36363636363637,4.877521102118493,medio,básico,básico,CUCAITA
CUCUNUBÁ,RURAL,49.55263157894737,51.73684210526316,10300.0,50.64473684210526,3.1586215805873863,medio,básico,básico,CUCUNUBA
CUCUNUBÁ,URBANO,48.65714285714286,50.68571428571428,10300.0,49.67142857142857,2.185313309910697,medio,básico,básico,CUCUNUBA
CUCUTILLA,RURAL,45.04761904761905,46.19047619047619,1663.0,45.61904761904762,-1.8670676424702535,alto,básico,básico,CUCUTILLA
CUCUTILLA,URBANO,45.49122807017544,47.70175438596491,1663.0,46.59649122807018,-0.8896240334476957,alto,básico,básico,CUCUTILLA
CUMARAL,RURAL,48.23863636363637,50.03409090909091,36124.0,49.13636363636364,1.6502483748457664,medio,básico,básico,CUMARAL
CUMARAL,URBANO,51.41666666666666,53.06666666666667,36124.0,52.24166666666666,4.755551405148786,medio,básico,básico,CUMARAL
CUMARIBO,RURAL,39.4344262295082,38.40163934426229,8478.0,38.91803278688525,-8.568082474632625,crítico,básico,básico,CUMARIBO
CUMARIBO,URBANO,41.10294117647059,39.5735294117647,8478.0,40.338235294117645,-7.147879967400229,crítico,básico,básico,CUMARIBO
CUMBAL,RURAL,43.719298245614034,42.69824561403509,5655.0,43.208771929824564,-4.277343331693309,alto,básico,básico,CUMBAL
CUMBAL,URBANO,52.25609756097561,55.02439024390244,5655.0,53.640243902439025,6.154128640921151,bajo,básico,básico,CUMBAL
CUMBITARA,RURAL,46.80952380952381,45.833333333333336,2856.0,46.32142857142857,-1.1646866900893045,alto,básico,básico,CUMBITARA
CUMBITARA,URBANO,49.8,50.575,2856.0,50.1875,2.701384738482126,medio,básico,básico,CUMBITARA
CUNDAY,RURAL,46.02173913043478,50.56521739130435,1163.0,48.29347826086956,0.8073629993516889,medio,básico,básico,CUNDAY
CUNDAY,URBANO,45.78125,47.125,1163.0,46.453125,-1.0329902615178739,alto,básico,básico,CUNDAY
CURILLO,RURAL,41.6,37.9,5566.0,39.75,-7.736115261517874,crítico,básico,básico,CURILLO
CURILLO,URBANO,44.1,44.03333333333333,5566.0,44.06666666666666,-3.419448594851211,alto,básico,básico,CURILLO
CURITÍ,RURAL,46.06976744186046,47.58139534883721,19082.0,46.825581395348834,-0.6605338661690396,alto,básico,básico,CURITI
CURITÍ,URBANO,50.09803921568628,51.1764705882353,19082.0,50.63725490196079,3.1511396404429135,medio,básico,básico,CURITI
CURUMANÍ,RURAL,44.58108108108108,44.82432432432432,19599.0,44.7027027027027,-2.783412558815172,alto,básico,básico,CURUMANI
CURUMANÍ,URBANO,48.30491803278689,50.32786885245902,19599.0,49.31639344262295,1.8302781811050792,medio,básico,básico,CURUMANI
CUÍTIVA,URBANO,48.57142857142857,52.42857142857143,1111.0,50.5,3.013884738482126,medio,básico,básico,CUITIVA
CÁCERES,RURAL,41.54621848739496,40.2436974789916,8246.0,40.89495798319328,-6.591157278324594,crítico,básico,básico,CACERES
CÁCERES,URBANO,42.877906976744185,42.2906976744186,8246.0,42.58430232558139,-4.9018129359364835,alto,básico,básico,CACERES
CÁCHIRA,RURAL,46.15217391304348,49.369565217391305,,47.76086956521739,0.2747543036995168,medio,alto,alto,CACHIRA
CÁCHIRA,URBANO,47.794117647058826,50.05882352941177,,48.9264705882353,1.4403553267174232,medio,alto,alto,CACHIRA
CÁCOTA,URBANO,51.391304347826086,50.69565217391305,900.0,51.04347826086956,3.557362999351689,medio,básico,básico,CACOTA
CÁQUEZA,RURAL,46.01470588235294,47.838235294117645,,46.92647058823529,-0.5596446732825839,alto,alto,alto,CAQUEZA
CÁQUEZA,URBANO,53.236559139784944,56.763440860215056,,55.0,7.513884738482126,bajo,alto,alto,CAQUEZA
CÉRTEGUI,URBANO,40.5609756097561,40.829268292682926,3082.0,40.69512195121951,-6.7909933102983615,crítico,básico,básico,CERTEGUI
CÓMBITA,RURAL,55.25,60.1875,7359.0,57.71875,10.232634738482126,bajo,básico,básico,COMBITA
CÓMBITA,URBANO,51.59183673469388,55.06122448979592,7359.0,53.326530612244895,5.840415350727021,bajo,básico,básico,COMBITA
CÓRDOBA,RURAL,46.36274509803921,46.35294117647059,6907.0,46.3578431372549,-1.1282721242629705,alto,básico,básico,CORDOBA
CÓRDOBA,URBANO,47.63372093023256,48.48255813953488,6907.0,48.05813953488372,0.572024273365848,medio,básico,básico,CORDOBA
CÚCUTA,RURAL,47.17808219178082,48.71917808219178,1207001.0,47.948630136986296,0.46251487546842185,medio,alto,alto,CUCUTA
CÚCUTA,URBANO,51.37699639361154,54.15713549716641,1207001.0,52.76706594538898,5.2809506838711044,bajo,alto,alto,CUCUTA
DABEIBA,RURAL,41.56060606060606,41.42424242424242,13481.0,41.49242424242424,-5.993691019093632,crítico,básico,básico,DABEIBA
DABEIBA,URBANO,44.03947368421053,44.3421052631579,13481.0,44.19078947368421,-3.2953257878336615,alto,básico,básico,DABEIBA
DAGUA,RURAL,45.75829383886256,44.50710900473933,58288.0,45.132701421800945,-2.3534138397169286,alto,básico,básico,DAGUA
DAGUA,URBANO,46.56481481481482,47.71296296296296,58288.0,47.138888888888886,-0.34722637262898814,alto,básico,básico,DAGUA
DIBULLA,RURAL,43.91925465838509,43.98136645962733,5673.0,43.95031055900621,-3.535804702511662,alto,básico,básico,DIBULLA
DIBULLA,URBANO,42.189655172413794,40.48275862068966,5673.0,41.33620689655173,-6.149908364966144,crítico,básico,básico,DIBULLA
DISTRACCIÓN,RURAL,40.50632911392405,38.10126582278481,4470.0,39.30379746835443,-8.182317793163442,crítico,básico,básico,DISTRACCION
DISTRACCIÓN,URBANO,43.125,44.65625,4470.0,43.890625,-3.595490261517874,alto,básico,básico,DISTRACCION
DOLORES,RURAL,45.06666666666667,45.53333333333333,2568.0,45.3,-2.1861152615178767,alto,básico,básico,DOLORES
DOLORES,URBANO,49.38235294117647,52.294117647058826,2568.0,50.83823529411765,3.352120032599778,medio,básico,básico,DOLORES
DONMATÍAS,RURAL,45.13636363636363,44.09090909090909,4348.0,44.61363636363636,-2.872478897881514,alto,básico,básico,DONMATIAS
DONMATÍAS,URBANO,47.22981366459627,49.18012422360248,4348.0,48.20496894409938,0.7188536825815035,medio,básico,básico,DONMATIAS
DOSQUEBRADAS,RURAL,50.71014492753624,51.2463768115942,585819.0,50.97826086956522,3.4921456080473448,medio,medio,medio,DOSQUEBRADAS
DOSQUEBRADAS,URBANO,52.34623358673117,54.3628196268141,585819.0,53.35452660677264,5.8684113452547635,bajo,medio,medio,DOSQUEBRADAS
DUITAMA,RURAL,50.71428571428572,51.98639455782313,284383.0,51.35034013605443,3.8642248745365535,medio,medio,medio,DUITAMA
DUITAMA,URBANO,54.831989247311824,57.921370967741936,284383.0,56.37668010752688,8.890564846009006,bajo,medio,medio,DUITAMA
DURANIA,URBANO,48.88636363636363,51.90909090909091,2313.0,50.397727272727266,2.9116120112093924,medio,básico,básico,DURANIA
EBÉJICO,RURAL,44.98780487804878,45.4390243902439,14039.0,45.21341463414634,-2.2727006273715347,alto,básico,básico,EBEJICO
EBÉJICO,URBANO,48.75,50.5,14039.0,49.625,2.138884738482126,medio,básico,básico,EBEJICO
EL BAGRE,RURAL,39.85057471264368,40.08045977011494,57742.0,39.96551724137931,-7.520598020138564,crítico,básico,básico,EL BAGRE
EL BAGRE,URBANO,42.20253164556962,44.130801687763714,57742.0,43.16666666666667,-4.3194485948512025,alto,básico,básico,EL BAGRE
EL BANCO,RURAL,42.32876712328767,41.61187214611872,28123.0,41.970319634703195,-5.515795626814679,crítico,básico,básico,EL BANCO
EL BANCO,URBANO,45.78211009174312,46.98165137614679,28123.0,46.38188073394495,-1.1042345275729204,alto,básico,básico,EL BANCO
EL CAIRO,RURAL,43.71428571428572,49.07142857142857,1851.0,46.392857142857146,-1.093258118660728,alto,básico,básico,EL CAIRO
EL CAIRO,URBANO,46.29268292682927,46.48780487804878,1851.0,46.390243902439025,-1.0958713590788491,alto,básico,básico,EL CAIRO
EL CALVARIO,RURAL,51.44444444444444,48.11111111111112,290.0,49.777777777777786,2.291662516259912,medio,básico,básico,EL CALVARIO
EL CALVARIO,URBANO,47.16666666666666,44.66666666666666,290.0,45.91666666666666,-1.5694485948512167,alto,básico,básico,EL CALVARIO
EL CANTÓN DEL SAN PABLO,RURAL,36.6875,38.4375,2992.0,37.5625,-9.923615261517874,crítico,básico,básico,EL CANTON DEL SAN PABLO
EL CANTÓN DEL SAN PABLO,URBANO,39.8125,41.4375,2992.0,40.625,-6.861115261517874,crítico,básico,básico,EL CANTON DEL SAN PABLO
EL CARMEN,RURAL,49.48717948717949,50.82051282051282,4668.0,50.15384615384615,2.6677308923282794,medio,básico,básico,EL CARMEN
EL CARMEN,URBANO,47.27272727272727,46.54545454545455,4668.0,46.90909090909091,-0.5770243524269674,alto,básico,básico,EL CARMEN
EL CARMEN DE ATRATO,RURAL,41.4375,39.203125,6624.0,40.3203125,-7.165802761517874,crítico,básico,básico,EL CARMEN DE ATRATO
EL CARMEN DE ATRATO,URBANO,50.41176470588236,53.35294117647059,6624.0,51.88235294117648,4.396237679658604,medio,básico,básico,EL CARMEN DE ATRATO
EL CARMEN DE BOLÍVAR,RURAL,42.93296089385475,42.32402234636872,24529.0,42.62849162011173,-4.857623641406143,alto,básico,básico,EL CARMEN DE BOLIVAR
EL CARMEN DE BOLÍVAR,URBANO,44.10104011887073,43.89153046062407,24529.0,43.9962852897474,-3.489829971770476,alto,básico,básico,EL CARMEN DE BOLIVAR
EL CARMEN DE CHUCURÍ,RURAL,48.70666666666666,51.12,3479.0,49.91333333333333,2.427218071815453,medio,básico,básico,EL CARMEN DE CHUCURI
EL CARMEN DE CHUCURÍ,URBANO,47.81132075471698,48.77358490566038,3479.0,48.29245283018868,0.8063375686708056,medio,básico,básico,EL CARMEN DE CHUCURI
EL CARMEN DE VIBORAL,RURAL,50.75886524822696,50.8581560283688,111897.0,50.80851063829788,3.3223953767800083,medio,medio,medio,EL CARMEN DE VIBORAL
EL CARMEN DE VIBORAL,URBANO,52.618721461187214,54.721461187214615,111897.0,53.67009132420091,6.183976062683037,bajo,medio,medio,EL CARMEN DE VIBORAL
EL CASTILLO,URBANO,46.85245901639344,49.78688524590164,3120.0,48.31967213114754,0.8335568696296676,medio,básico,básico,EL CASTILLO
EL CERRITO,RURAL,52.82282282282282,53.95495495495496,88956.0,53.388888888888886,5.902773627371012,bajo,medio,medio,EL CERRITO
EL CERRITO,URBANO,49.76941176470588,50.694117647058825,88956.0,50.231764705882355,2.7456494443644814,medio,medio,medio,EL CERRITO
EL CHARCO,RURAL,36.26315789473684,34.13157894736842,4279.0,35.19736842105263,-12.288746840465244,crítico,básico,básico,EL CHARCO
EL CHARCO,URBANO,38.622754491017965,38.796407185628745,4279.0,38.709580838323355,-8.77653442319452,crítico,básico,básico,EL CHARCO
EL COCUY,RURAL,53.63636363636363,55.45454545454545,1298.0,54.54545454545455,7.059339283936673,bajo,básico,básico,EL COCUY
EL COCUY,URBANO,48.82142857142857,56.10714285714285,1298.0,52.46428571428571,4.978170452767834,medio,básico,básico,EL COCUY
EL COLEGIO,RURAL,47.95454545454545,50.87272727272728,34125.0,49.41363636363637,1.9275211021184973,medio,básico,básico,EL COLEGIO
EL COLEGIO,URBANO,48.44660194174757,51.48543689320388,34125.0,49.96601941747573,2.479904155957854,medio,básico,básico,EL COLEGIO
EL COPEY,RURAL,44.898305084745765,46.42372881355932,19905.0,45.66101694915254,-1.8250983123653342,alto,básico,básico,EL COPEY
EL COPEY,URBANO,48.38914027149321,48.46153846153846,19905.0,48.425339366515836,0.9392241049979617,medio,básico,básico,EL COPEY
EL DONCELLO,RURAL,47.2,49.5,6161.0,48.35,0.8638847384821275,medio,básico,básico,EL DONCELLO
EL DONCELLO,URBANO,48.06701030927835,49.97422680412371,6161.0,49.02061855670103,1.534503295183157,medio,básico,básico,EL DONCELLO
EL DORADO,RURAL,48.285714285714285,49.07142857142857,1962.0,48.67857142857143,1.1924561670535567,medio,básico,básico,EL DORADO
EL DORADO,URBANO,44.76470588235294,45.4264705882353,1962.0,45.095588235294116,-2.390527026223758,alto,básico,básico,EL DORADO
EL DOVIO,RURAL,54.0,56.1,4883.0,55.05,7.563884738482123,bajo,básico,básico,EL DOVIO
EL DOVIO,URBANO,52.71111111111111,52.06666666666667,4883.0,52.388888888888886,4.902773627371012,medio,básico,básico,EL DOVIO
EL ENCANTO,RURAL,38.1,35.5,226.0,36.8,-10.686115261517877,crítico,básico,básico,EL ENCANTO
EL ESPINO,RURAL,52.888888888888886,56.0,559.0,54.44444444444444,6.958329182926569,bajo,básico,básico,EL ESPINO
EL ESPINO,URBANO,54.13333333333333,54.53333333333333,559.0,54.33333333333333,6.847218071815455,bajo,básico,básico,EL ESPINO
EL GUACAMAYO,RURAL,51.5,48.5,262.0,50.0,2.513884738482126,medio,básico,básico,EL GUACAMAYO
EL GUACAMAYO,URBANO,53.333333333333336,58.083333333333336,262.0,55.708333333333336,8.222218071815462,bajo,básico,básico,EL GUACAMAYO
EL GUAMO,RURAL,40.3125,41.90625,314.0,41.109375,-6.376740261517874,crítico,básico,básico,EL GUAMO
EL GUAMO,URBANO,45.98360655737705,45.73770491803279,314.0,45.86065573770492,-1.6254595238129568,alto,básico,básico,EL GUAMO
EL LITORAL DEL SAN JUAN,RURAL,35.47191011235955,29.853932584269664,977.0,32.66292134831461,-14.823193913203262,crítico,básico,básico,EL LITORAL DEL SAN JUAN
EL LITORAL DEL SAN JUAN,URBANO,37.375,35.625,977.0,36.5,-10.986115261517874,crítico,básico,básico,EL LITORAL DEL SAN JUAN
EL MOLINO,URBANO,44.88235294117647,44.47058823529412,8210.0,44.6764705882353,-2.809644673282577,alto,básico,básico,EL MOLINO
EL PASO,RURAL,44.66801619433198,44.19838056680162,11370.0,44.4331983805668,-3.0529168809510736,alto,básico,básico,EL PASO
EL PASO,URBANO,42.91666666666666,44.10416666666666,11370.0,43.51041666666666,-3.9756985948512167,alto,básico,básico,EL PASO
EL PAUJÍL,RURAL,47.52941176470589,50.55882352941177,,49.044117647058826,1.5580023855409522,medio,alto,alto,EL PAUJIL
EL PAUJÍL,URBANO,47.76842105263158,48.91578947368421,,48.34210526315789,0.8559900016400164,medio,alto,alto,EL PAUJIL
EL PEÑOL,RURAL,51.36363636363637,52.59090909090909,4942.0,51.977272727272734,4.49115746575486,medio,básico,básico,EL PENOL
EL PEÑOL,URBANO,54.5,55.80555555555556,4942.0,55.15277777777778,7.666662516259905,bajo,básico,básico,EL PENOL
EL PEÑÓN,RURAL,43.35820895522388,44.865671641791046,1986.0,44.11194029850746,-3.374174963010411,alto,básico,básico,EL PENON
EL PEÑÓN,URBANO,48.957142857142856,51.7,1986.0,50.32857142857143,2.8424561670535553,medio,básico,básico,EL PENON
EL PIÑÓN,RURAL,42.45045045045045,42.67567567567568,,42.56306306306306,-4.923052198454812,alto,alto,alto,EL PINON
EL PIÑÓN,URBANO,40.61111111111112,39.72222222222222,,40.16666666666667,-7.3194485948512025,crítico,alto,alto,EL PINON
EL PLAYÓN,RURAL,46.1219512195122,46.68292682926829,8960.0,46.40243902439025,-1.0836762371276265,alto,básico,básico,EL PLAYON
EL PLAYÓN,URBANO,48.24705882352941,50.305882352941175,8960.0,49.27647058823529,1.7903553267174175,medio,básico,básico,EL PLAYON
EL RETORNO,RURAL,42.92307692307692,43.756410256410255,4713.0,43.33974358974359,-4.146371671774283,alto,básico,básico,EL RETORNO
EL RETORNO,URBANO,42.8235294117647,44.588235294117645,4713.0,43.705882352941174,-3.7802329085767,alto,básico,básico,EL RETORNO
EL RETÉN,RURAL,38.9,39.4,6304.0,39.15,-8.336115261517875,crítico,básico,básico,EL RETEN
EL RETÉN,URBANO,43.07692307692308,42.17094017094017,6304.0,42.623931623931625,-4.862183637586249,alto,básico,básico,EL RETEN
EL ROBLE,RURAL,42.17741935483871,40.70967741935484,934.0,41.443548387096776,-6.042566874421098,crítico,básico,básico,EL ROBLE
EL ROBLE,URBANO,55.63461538461539,59.73076923076923,934.0,57.68269230769231,10.196577046174433,bajo,básico,básico,EL ROBLE
EL ROSAL,RURAL,51.0,54.77272727272727,36851.0,52.88636363636364,5.400248374845766,bajo,básico,básico,EL ROSAL
EL ROSAL,URBANO,50.15584415584416,53.79220779220779,36851.0,51.97402597402598,4.4879107125081035,medio,básico,básico,EL ROSAL
EL ROSARIO,RURAL,43.903225806451616,48.354838709677416,4793.0,46.12903225806451,-1.3570830034533614,alto,básico,básico,EL ROSARIO
EL ROSARIO,URBANO,46.18518518518518,47.2962962962963,4793.0,46.74074074074074,-0.7453745207771334,alto,básico,básico,EL ROSARIO
EL SANTUARIO,RURAL,46.71428571428572,48.0,58852.0,47.35714285714286,-0.12897240437501267,alto,básico,básico,EL SANTUARIO
EL SANTUARIO,URBANO,46.15204678362573,49.07309941520468,58852.0,47.6125730994152,0.1264578378973269,medio,básico,básico,EL SANTUARIO
EL TABLÓN DE GÓMEZ,RURAL,50.58715596330275,53.04587155963303,5445.0,51.81651376146789,4.3303984999500145,medio,básico,básico,EL TABLON DE GOMEZ
EL TABLÓN DE GÓMEZ,URBANO,48.1875,47.708333333333336,5445.0,47.94791666666667,0.46180140514879753,medio,básico,básico,EL TABLON DE GOMEZ
EL TAMBO,RURAL,45.47583643122677,44.35687732342007,21076.0,44.91635687732342,-2.5697583841944507,alto,básico,básico,EL TAMBO
EL TAMBO,URBANO,49.767634854771785,50.427385892116185,21076.0,50.09751037344398,2.6113951119261074,medio,básico,básico,EL TAMBO
EL TARRA,RURAL,47.52941176470589,47.76470588235294,5358.0,47.64705882352942,0.16094356201154625,medio,básico,básico,EL TARRA
EL TARRA,URBANO,43.5,42.536144578313255,5358.0,43.01807228915663,-4.468042972361246,alto,básico,básico,EL TARRA
EL ZULIA,RURAL,44.07954545454545,46.72727272727273,22881.0,45.40340909090909,-2.0827061706087804,alto,básico,básico,EL ZULIA
EL ZULIA,URBANO,47.04929577464789,48.929577464788736,22881.0,47.98943661971831,0.5033213582004379,medio,básico,básico,EL ZULIA
EL ÁGUILA,RURAL,46.06122448979592,46.91836734693877,10.0,46.48979591836735,-0.9963193431505246,alto,básico,básico,EL AGUILA
EL ÁGUILA,URBANO,46.23529411764706,45.47058823529412,10.0,45.852941176470594,-1.6331740850472798,alto,básico,básico,EL AGUILA
ELÍAS,RURAL,49.42857142857143,53.85714285714285,756.0,51.64285714285714,4.156741881339265,medio,básico,básico,ELIAS
ELÍAS,URBANO,49.888888888888886,53.888888888888886,756.0,51.888888888888886,4.402773627371012,medio,básico,básico,ELIAS
ENCINO,URBANO,51.8,55.6,214.0,53.7,6.213884738482129,bajo,básico,básico,ENCINO
ENCISO,RURAL,55.5,57.333333333333336,516.0,56.41666666666667,8.930551405148798,bajo,básico,básico,ENCISO
ENCISO,URBANO,54.05882352941177,56.6764705882353,516.0,55.367647058823536,7.881531797305662,bajo,básico,básico,ENCISO
ENTRERRÍOS,URBANO,51.405660377358494,53.14150943396226,,52.27358490566038,4.787469644142504,medio,alto,alto,ENTRERRIOS
ENVIGADO,RURAL,57.40792540792541,62.1934731934732,813560.0,59.80069930069931,12.314584039181433,bajo,medio,medio,ENVIGADO
ENVIGADO,URBANO,55.99545913218971,58.33501513622603,813560.0,57.16523713420787,9.679121872689997,bajo,medio,medio,ENVIGADO
ESPINAL,RURAL,45.13274336283186,48.35398230088496,152237.0,46.743362831858406,-0.7427524296594683,alto,medio,medio,ESPINAL
ESPINAL,URBANO,46.72935779816514,48.74311926605505,152237.0,47.73623853211009,0.25012327059221917,medio,medio,medio,ESPINAL
FACATATIVÁ,RURAL,53.75757575757576,55.88311688311688,250009.0,54.82034632034632,7.334231058828443,bajo,medio,medio,FACATATIVA
FACATATIVÁ,URBANO,51.80924369747899,55.06386554621849,250009.0,53.43655462184874,5.9504393603308685,bajo,medio,medio,FACATATIVA
FALAN,RURAL,47.21739130434783,49.40579710144928,233.0,48.311594202898554,0.8254789413806805,medio,básico,básico,FALAN
FILADELFIA,RURAL,49.375,48.5,9010.0,48.9375,1.4513847384821261,medio,básico,básico,FILADELFIA
FILADELFIA,URBANO,53.07692307692308,56.28846153846154,9010.0,54.68269230769231,7.196577046174433,bajo,básico,básico,FILADELFIA
FILANDIA,RURAL,51.24242424242424,51.96969696969697,18152.0,51.60606060606061,4.119945344542735,medio,básico,básico,FILANDIA
FILANDIA,URBANO,52.376344086021504,51.473118279569896,18152.0,51.924731182795696,4.4386159212778225,medio,básico,básico,FILANDIA
FIRAVITOBA,RURAL,58.91666666666666,58.5,7436.0,58.70833333333333,11.222218071815455,bajo,básico,básico,FIRAVITOBA
FIRAVITOBA,URBANO,51.15384615384615,52.7948717948718,7436.0,51.97435897435898,4.488243712841104,medio,básico,básico,FIRAVITOBA
FLANDES,RURAL,44.56666666666667,43.73333333333333,62936.0,44.15,-3.3361152615178753,alto,básico,básico,FLANDES
FLANDES,URBANO,43.36318407960199,43.54228855721393,62936.0,43.45273631840796,-4.033378943109916,alto,básico,básico,FLANDES
FLORENCIA,RURAL,43.48872180451128,44.89473684210526,256383.0,44.191729323308266,-3.294385938209608,alto,medio,medio,FLORENCIA
FLORENCIA,URBANO,49.23279098873592,51.687734668335416,256383.0,50.46026282853567,2.974147567017795,medio,medio,medio,FLORENCIA
FLORESTA,URBANO,52.85714285714285,54.5,1782.0,53.67857142857142,6.19245616705355,bajo,básico,básico,FLORESTA
FLORIDA,RURAL,45.83962264150944,47.16981132075472,44490.0,46.50471698113208,-0.9813982803857968,alto,básico,básico,FLORIDA
FLORIDA,URBANO,50.32860040567952,51.85395537525355,44490.0,51.091277890466536,3.605162628948662,medio,básico,básico,FLORIDA
FLORIDABLANCA,RURAL,57.41666666666666,59.35,715763.0,58.383333333333326,10.897218071815452,bajo,medio,medio,FLORIDABLANCA
FLORIDABLANCA,URBANO,56.57218844984803,59.684270516717326,715763.0,58.12822948328268,10.642114221764807,bajo,medio,medio,FLORIDABLANCA
